name,price,rating,reviews_count,source,brand,type,packaging,price_tier,id,scraped_at,image_url
NESCAFE GOLD CAPPUCCINO COFFEE 15.5GM,0.15,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI COFFEE MAKER ESAM3000B,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
EVVOLI COFFEE MAKER EVKAC010MB,0.139,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI DRIP COFFEE MAKER ICM17210,0.419,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
INDOCAFE COFFEE ORIGINAL BLEND 50 GM,0.595,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
WINNING STAR DRIP COFFEE MACHINE ST9712,0.129,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI COFFEE MAKER DINIMICA PLUS ECAM37095T,0.395,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
KOPIKO COFFEE WHITE COFFEE 30 GM,0.125,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
KLASSNO COFFEE GOLD DRIED PREMIUM BEANS 50 GM,0.1195,0,0,alfatah.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
KLASSNO COFFEE GOLD DRIED PREMIUM BEANS 100 GM,0.2195,0,0,alfatah.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
KLASSNO COFFEE GOLD DRIED PREMIUM BEANS 200 GM,0.3295,0,0,alfatah.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI FULLY AUTOMATIC COFFEE MACHINE ECAM22.110.SB,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE MATINAL 100 GM,0.1295,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE SET 9PC CERAMIC 3145-3 COFFEE AW,0.99,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
6843A MUSICAL COFFEE MACHINE A.I,0.1675,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
CUP COFFEE CAMEO 21080C,0.495,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE DRINK COFFEE MILK KOPI MOCHA 240 ML,0.345,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESTLE COFFEE MATE CREAMER 1 KG,0.2395,0,0,alfatah.pk,Nestle,instant,"{'value': 1.0, 'unit': 'g', 'display': '1g'}",low,,,
BIXY FUDGE TOFFEE  COFFEE 90 GM,0.195,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NAWON COFFEE DRINK LATTE 280 ML,0.545,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE ORIGINAL EXTRA FORTE 190 GM,0.2395,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE MATINAL 200 GM,0.2395,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
PHILIPS COFFEE MAKER HD7762,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE CLASSIC WITH STRONG TASTE 100 GM,0.1495,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
GEEPAS COFFEE GRINDER JCG206,0.65,0,0,alfatah.pk,Unknown,ground,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
KRUPS COFFEE MAKER EA894T40,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
ARIETE COFFEE MAKER ART1369,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESTLE COFFEE MATE HAZELNUT SUGAR FREE 290.1 GM,0.2695,0,0,alfatah.pk,Nestle,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI COFFEE MAKER BCO421S,0.749,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
BRAUN COFFEE MAKER KF3100,0.249,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
SAGE COFFEE MAKER SES880BSS,0.519,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI COFFEE MAKER ECAM610.75MB,0.449,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE PLUNGER PRESTIGE PR48132,0.7995,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
HAVEN COFFEE COOKIES POUCH,0.5,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
SUPER TOWEL COFFEE 70X140CM,0.1595,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE PLUNGER CHAMBORD B1928016,0.129,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE PLUNGER PRESTIGE PR48179,0.125,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
SANFORD COFFEE GRINDER SF5651CG,0.115,0,0,alfatah.pk,Unknown,ground,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
7600310506 TEFAL COFFEE EXPRESS..,0.3795,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESTLE COFFEE MATE RICHER AND CREAMIER ORIGINAL 400 GM,0.1295,0,0,alfatah.pk,Nestle,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI COFFEE MACHINE EC885.BG,0.699,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
WEST POINT COFFEE GRINDER WF9225,0.99,0,0,alfatah.pk,Unknown,ground,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESTLE COFFEE MATE CHOCOLATE CREME GLUTEN FREE 425.2 GM,0.2695,0,0,alfatah.pk,Nestle,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE CHILLED MOCHA LIQUID 200 ML,0.11,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE COLOMBIA 57 GM,0.3195,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
WEST POINT COFFEE GRINDER 9227,0.84,0,0,alfatah.pk,Unknown,ground,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
SMEG EXPRESSO COFFEE MAKER ECF01RDUK,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI COFFEE MAKER 685R BASIC,0.649,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
WEST POINT COFFEE MAKER 2025,0.469,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
PHILIPS COFFEE MAKER EP3246/70,0.2189,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
SAYONA COFFEE MAKER SICM-4458,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
BOSCH COFFEE MACHINE AUTOMATIC TIS30321GB,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
RUSSELL HOBBS COFFEE MAKER 22000,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE BLONDE 51 GM,0.3195,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE SUMATRA 55 GM,0.3195,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE GUATEMALA 52 GM,0.3195,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
TRU BRU CLASSIC COFFEE 200GMS,0.2895,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI COFFEE MAKER BCO431.S,0.899,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
INDO CAFE COFFEE INSTANT GOURMET 50 GM,0.595,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE TABLE IR CT-181,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE TABLE IR CT-145,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
BISCONNI COFFEE CAKE 30 GM,0.5,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
FF COFFEE BISCUITS 300 GM,0.595,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
SONIFER COFFEE GRINDER SF-3543,0.89,0,0,alfatah.pk,Unknown,ground,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
SUPER TOWEL COFFEE 50X100 CM,0.795,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
BRB COFFEE SHOP & DOLL GMW03,0.13295,0,0,alfatah.pk,Coffee Shop,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE PLUNGER HEREVIN 131063-004,0.1295,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE POT ALPEN BERG SM043,0.179,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
HAIR MANTRA COFFEE APRICOT SCRUB,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE PLUNGER HEREVIN 131064-002,0.1695,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE PLUNGER HEREVIN 131065-002,0.1995,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
TORRAS DARK CHOCOLATE WITH COFFEE 75G,0.995,0,0,alfatah.pk,Unknown,instant,"{'value': 75.0, 'unit': 'g', 'display': '75g'}",low,,,
PRIVATE CLUB COFFEE HAZELNUT 100 GM,0.1145,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Super Towel Coffee 90X150 Cm,0.2095,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESTLE COFFEE MATE HAZELNUT 425.2 GM,0.2495,0,0,alfatah.pk,Nestle,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE ORIGINAL EXTRAFORTE 100 GM,0.1595,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE CHILLED MOCHA LIQUID 200 ML-CARTON,0.264,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
MUG COFFEE CERAMIC WITH SPOON SD40987P,0.695,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
MOVENPICK COFFEE GOLD INTENSE 100 GM,0.1995,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE HOUSE BLEND 57 GM,0.3195,0,0,alfatah.pk,Coffee House,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
MOVENPICK COFFEE GOLD INTENSE 200 GM,0.3495,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
BON AROMA COFFEE CLASSIC 100 GM,0.1495,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
PRIVATE CLUB COFFEE CARAMEL 100 GM,0.1145,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
PRIVATE CLUB COFFEE CARAMEL 50 GM,0.595,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
PRIVATE CLUB COFFEE ESPRESSO 50 GM,0.595,0,0,alfatah.pk,Espresso,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
PRIVATE CLUB COFFEE CINNAMON 50 GM,0.595,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
KOPIKO COFFEE GRANDE CAPPUCCINO 30 GM,0.165,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DELONGHI COFFEE MACHINE ECAM 450.65.S,0.365,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
PRIVATE CLUB COFFEE HAZELNUT 50 GM,0.595,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
BAKERS CHOICE COFFEE CHO MOCHA 500GM,0.695,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
BON AROMA COFFEE CLASSIC 200 GM,0.2395,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE ITALIAN ROAST 51 GM,0.3195,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE PIKE PLACE 51 GM,0.3195,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE BREAKFAST BLEND 56 GM,0.3195,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE ESPRESSO ROAST 57 GM,0.3195,0,0,alfatah.pk,Espresso,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
KOPIKO COFFEE GRANDE MOCHA 30 GM,0.165,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE TRADICAO FORTE 200 GM,0.2395,0,0,alfatah.pk,Nescafe,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
MOVENPICK COFFEE BEANS ROASTED 500 GM,0.4295,0,0,alfatah.pk,Unknown,beans,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
MOVENPICK COFFEE EXPRESSO SWITZERLAND 500 ML,0.4295,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
TRU BRU CLASSIC COFFEE 50 GMS,0.795,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
TRU BRU CLASSIC COFFEE 85 GMS,0.1495,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
KLASSNO COFFEE CRME ORIGINAL 300 GM,0.945,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
MOVENPICK COFFEE CREMA SWITZERLAND 500 ML,0.4295,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
STARBUCKS COFFEE VANILLA PODS 51 GM,0.3195,0,0,alfatah.pk,Unknown,capsule/pod,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
INDOCAFE COFFEE CAPPUCCINO 5IN1 125 GM,0.565,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NESCAFE COFFEE 3IN1 SACHET 20 GM,0.6,0,0,alfatah.pk,Nescafe,instant,"{'value': 1.0, 'unit': 'count', 'display': '1count'}",low,,,
DAVIDOFF COFFEE FINE AROMA 100 GM,0.2395,0,0,alfatah.pk,Davidoff,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DAVIDOFF COFFEE ESPRESSO 57 100 GM,0.2395,0,0,alfatah.pk,Davidoff,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
DAVIDOFF COFFEE RICH AROMA 100 GM,0.2395,0,0,alfatah.pk,Davidoff,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE PLUNGER ELEGANT 350 ML EL0138,0.2895,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
PRIVATE CLUB COFFEE ESPRESSO 100 GM,0.1145,0,0,alfatah.pk,Espresso,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
Table Mat Ir Coffee N Brown,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
COFFEE SPOON SET COCKTAIL 777 PC,0.2495,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
047 FF WHIPPED COFFEE MILK SLIME,0.1095,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NAWON COFFEE DRINK MOCHA 280 ML,0.545,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
NAWON COFFEE DRINK CARAMEL 280 ML,0.545,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
LS8334K WATER DISPENCER W-COFFEE MACHINE,0.0,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
BIXY FUDGE TOFFEE COFFEE 190 GM,0.32,0,0,alfatah.pk,Unknown,instant,"{'value': 0, 'unit': 'unknown', 'display': 'unknown'}",low,,,
